,replay_file,time_played_at,win,race,enemy_race,mmr,enemy_mmr,enemy_nickame,map_name,duration,mmr_diff
378,/home/dominik/Links/SC2Reps/Pillars of Gold LE (10).SC2Replay,2020-07-06 11:36:49+00:00,False,Protoss,Terran,4111.0,4357.0,JCIPOWER,Pillars of Gold LE,925,-246.0
379,/home/dominik/Links/SC2Reps/Ever Dream LE (3).SC2Replay,2020-03-22 11:58:56+00:00,False,Protoss,Terran,4066.0,4047.0,&lt;Hasu&gt;<sp/>RunGen,Ever Dream LE,935,19.0
380,/home/dominik/Links/SC2Reps/Thunderbird LE (4).SC2Replay,2019-09-25 16:36:01+00:00,True,Protoss,Terran,-36400.0,3515.0,HeadAge,Thunderbird LE,910,-39915.0
381,/home/dominik/Links/SC2Reps/Deathaura LE (42).SC2Replay,2020-07-31 15:02:03+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Deathaura LE,645,
382,/home/dominik/Links/SC2Reps/Nightshade LE (7).SC2Replay,2019-12-12 21:03:25+00:00,False,Protoss,Protoss,4001.0,3944.0,&lt;snajpu&gt;<sp/>Auddi,Nightshade LE,619,57.0
383,/home/dominik/Links/SC2Reps/Eternal Empire LE (32).SC2Replay,2020-05-02 18:46:10+00:00,True,Protoss,Zerg,-36400.0,,A.I. 1 (Easy),Eternal Empire LE,464,
384,/home/dominik/Links/SC2Reps/Pillars of Gold LE (4).SC2Replay,2020-06-23 11:48:24+00:00,True,Protoss,Zerg,,,shadowofmich,Pillars of Gold LE,595,
385,/home/dominik/Links/SC2Reps/Nightshade LE (57).SC2Replay,2020-05-12 17:59:35+00:00,True,Protoss,Zerg,4005.0,4016.0,BuRneR,Nightshade LE,1260,-11.0
386,/home/dominik/Links/SC2Reps/Eternal Empire LE (11).SC2Replay,2019-12-18 16:35:46+00:00,False,Protoss,Terran,3957.0,4066.0,&lt;IndyK&gt;<sp/>HaPe,Eternal Empire LE,235,-109.0
387,/home/dominik/Links/SC2Reps/Eternal Empire LE (33).SC2Replay,2020-05-29 11:34:43+00:00,True,Protoss,Protoss,,,A.I. 1 (Elite),Eternal Empire LE,409,
388,/home/dominik/Links/SC2Reps/Ice and Chrome LE (22).SC2Replay,2020-07-09 17:22:06+00:00,True,Protoss,Protoss,4073.0,4078.0,TerenceSkill,Ice and Chrome LE,856,-5.0
389,/home/dominik/Links/SC2Reps/Triton LE (21).SC2Replay,2019-11-26 19:32:23+00:00,True,Protoss,Terran,3944.0,3808.0,Romio,Triton LE,685,136.0
390,/home/dominik/Links/SC2Reps/Eternal Empire LE (18).SC2Replay,2019-12-22 21:26:35+00:00,True,Protoss,Terran,3877.0,3833.0,Nyxeu,Eternal Empire LE,895,44.0
391,/home/dominik/Links/SC2Reps/Deathaura LE (31).SC2Replay,2020-07-26 11:10:45+00:00,False,Protoss,Terran,4066.0,4070.0,Alexclusive,Deathaura LE,196,-4.0
392,/home/dominik/Links/SC2Reps/Simulacrum LE (77).SC2Replay,2020-06-04 19:03:54+00:00,False,Protoss,Terran,4203.0,4182.0,JOOPSTAR,Simulacrum LE,332,21.0
393,/home/dominik/Links/SC2Reps/Triton LE (12).SC2Replay,2019-11-01 14:22:03+00:00,True,Zerg,Terran,3052.0,3156.0,&lt;ZЕRGML&gt;<sp/>Федя,Triton LE,739,-104.0
394,/home/dominik/Links/SC2Reps/Deathaura LE (16).SC2Replay,2020-07-09 16:06:12+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Deathaura LE,614,
395,/home/dominik/Links/SC2Reps/World of Sleepers LE (28).SC2Replay,2019-11-28 19:09:44+00:00,True,Protoss,Protoss,3940.0,3854.0,&lt;vGL&gt;<sp/>Celestial,World of Sleepers LE,541,86.0
396,/home/dominik/Links/SC2Reps/Purity and Industry LE (12).SC2Replay,2020-05-03 20:43:35+00:00,False,Protoss,Zerg,3966.0,3988.0,Mich,Purity and Industry LE,500,-22.0
397,/home/dominik/Links/SC2Reps/Deathaura LE (40).SC2Replay,2020-07-31 14:52:46+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Deathaura LE,679,
398,/home/dominik/Links/SC2Reps/Nightshade LE (47).SC2Replay,2020-04-27 12:24:52+00:00,False,Protoss,Zerg,3935.0,3889.0,Ise,Nightshade LE,1218,46.0
399,/home/dominik/Links/SC2Reps/Ice and Chrome LE (5).SC2Replay,2020-06-25 19:30:43+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Ice and Chrome LE,290,
400,/home/dominik/Links/SC2Reps/Simulacrum LE (69).SC2Replay,2020-05-04 13:02:05+00:00,True,Protoss,Protoss,3967.0,3945.0,Piiras,Simulacrum LE,199,22.0
401,/home/dominik/Links/SC2Reps/Simulacrum LE (5).SC2Replay,2019-12-12 19:28:57+00:00,False,Protoss,Terran,4041.0,4131.0,NazelHut,Simulacrum LE,317,-90.0
402,/home/dominik/Links/SC2Reps/Golden Wall LE (8).SC2Replay,2020-04-22 20:30:29+00:00,False,Protoss,Protoss,4022.0,4021.0,puLse,Golden Wall LE,305,1.0
403,/home/dominik/Links/SC2Reps/Ephemeron LE (42).SC2Replay,2020-02-15 12:57:31+00:00,False,Protoss,Zerg,4083.0,4135.0,&lt;FxL&gt;<sp/>bojan,Ephemeron LE,751,-52.0
404,/home/dominik/Links/SC2Reps/Golden Wall LE (18).SC2Replay,2020-05-25 11:59:22+00:00,False,Protoss,Zerg,,,TGE,Golden Wall LE,1251,
405,/home/dominik/Links/SC2Reps/Triton LE (7).SC2Replay,2019-10-29 11:14:53+00:00,True,Protoss,Protoss,3871.0,2981.0,YellowCoke,Triton LE,1,890.0
406,/home/dominik/Links/SC2Reps/Pillars of Gold LE (7).SC2Replay,2020-06-23 12:24:29+00:00,False,Protoss,Zerg,,,shadowofmich,Pillars of Gold LE,663,
407,/home/dominik/Links/SC2Reps/Deathaura LE (28).SC2Replay,2020-07-19 10:19:29+00:00,True,Protoss,Terran,3984.0,3983.0,glhf,Deathaura LE,738,1.0
408,/home/dominik/Links/SC2Reps/Simulacrum LE (37).SC2Replay,2020-03-02 10:06:27+00:00,True,Protoss,Protoss,4088.0,4019.0,TGNP,Simulacrum LE,696,69.0
409,/home/dominik/Links/SC2Reps/Nightshade LE (32).SC2Replay,2020-02-13 19:26:27+00:00,True,Protoss,Terran,4085.0,3995.0,HeroMarauder,Nightshade LE,777,90.0
410,/home/dominik/Links/SC2Reps/Acropolis LE (23).SC2Replay,2019-11-12 09:42:59+00:00,True,Protoss,Protoss,3847.0,3888.0,&lt;UATeam&gt;<sp/>click,Acropolis LE,723,-41.0
411,/home/dominik/Links/SC2Reps/Acropolis LE (11).SC2Replay,2019-10-22 12:19:39+00:00,False,Protoss,Zerg,3862.0,3964.0,Zergorix,Acropolis LE,891,-102.0
412,/home/dominik/Links/SC2Reps/Ephemeron LE (26).SC2Replay,2019-12-24 13:53:48+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Ephemeron LE,764,
413,/home/dominik/Links/SC2Reps/Purity and Industry LE (7).SC2Replay,2020-04-18 20:45:46+00:00,True,Protoss,Terran,4022.0,4109.0,&lt;RBP3&gt;<sp/>Steal,Purity and Industry LE,794,-87.0
414,/home/dominik/Links/SC2Reps/Ice and Chrome LE (18).SC2Replay,2020-07-05 11:18:47+00:00,True,Protoss,Terran,4089.0,4105.0,LilaC,Ice and Chrome LE,1065,-16.0
415,/home/dominik/Links/SC2Reps/Deathaura LE (17).SC2Replay,2020-07-09 16:13:14+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Deathaura LE,684,
416,/home/dominik/Links/SC2Reps/Ephemeron LE (53).SC2Replay,2020-03-04 17:52:41+00:00,False,Protoss,Terran,4109.0,4242.0,helloRJ,Ephemeron LE,751,-133.0
417,/home/dominik/Links/SC2Reps/Simulacrum LE (18).SC2Replay,2019-12-24 11:33:55+00:00,True,Protoss,Protoss,3847.0,3966.0,ARCMAN,Simulacrum LE,971,-119.0
418,/home/dominik/Links/SC2Reps/Nightshade LE (42).SC2Replay,2020-03-22 12:03:13+00:00,False,Protoss,Terran,4044.0,4003.0,OOOOOOOOOOOO,Nightshade LE,232,41.0
419,/home/dominik/Links/SC2Reps/Purity and Industry LE (8).SC2Replay,2020-04-27 11:04:39+00:00,False,Protoss,Protoss,3977.0,4002.0,Mitchowyn,Purity and Industry LE,369,-25.0
420,/home/dominik/Links/SC2Reps/World of Sleepers LE (39).SC2Replay,2019-12-20 19:06:55+00:00,False,Protoss,Zerg,3959.0,3963.0,&lt;TAW&gt;<sp/>Pote,World of Sleepers LE,453,-4.0
421,/home/dominik/Links/SC2Reps/Ephemeron LE (47).SC2Replay,2020-02-21 17:06:44+00:00,True,Protoss,Zerg,4029.0,4009.0,&lt;0301&gt;<sp/>kookooseen,Ephemeron LE,1072,20.0
422,/home/dominik/Links/SC2Reps/World of Sleepers LE (53).SC2Replay,2020-02-26 18:13:51+00:00,True,Protoss,Terran,4091.0,4136.0,BlackAnubis,World of Sleepers LE,945,-45.0
423,/home/dominik/Links/SC2Reps/Submarine LE (30).SC2Replay,2020-07-28 19:16:44+00:00,True,Protoss,Terran,4027.0,4022.0,&lt;MBK&gt;<sp/>Mikami,Submarine LE,653,5.0
424,/home/dominik/Links/SC2Reps/Purity and Industry LE (4).SC2Replay,2020-04-15 14:28:40+00:00,True,Protoss,Protoss,4022.0,4004.0,MrBeck,Purity and Industry LE,574,18.0
425,/home/dominik/Links/SC2Reps/Ever Dream LE (14).SC2Replay,2020-04-28 12:40:14+00:00,True,Protoss,Zerg,3872.0,5035.0,&lt;Mkers&gt;<sp/>Doc,Ever Dream LE,1376,-1163.0
426,/home/dominik/Links/SC2Reps/Golden Wall LE (17).SC2Replay,2020-05-25 11:33:51+00:00,True,Protoss,Zerg,,,TGE,Golden Wall LE,857,
427,/home/dominik/Links/SC2Reps/Ever Dream LE (5).SC2Replay,2020-04-15 19:20:27+00:00,True,Protoss,Terran,,,&lt;TGCrew&gt;<sp/>Paloma,Ever Dream LE,782,
428,/home/dominik/Links/SC2Reps/Submarine LE (29).SC2Replay,2020-07-26 11:25:18+00:00,False,Protoss,Terran,4045.0,4187.0,MavroFidi,Submarine LE,810,-142.0
429,/home/dominik/Links/SC2Reps/Triton LE (8).SC2Replay,2019-10-29 11:42:15+00:00,False,Protoss,Terran,3836.0,3955.0,llllllllllll,Triton LE,758,-119.0
430,/home/dominik/Links/SC2Reps/World of Sleepers LE (12).SC2Replay,2019-11-02 20:15:14+00:00,True,Protoss,Terran,3684.0,3626.0,lllllll,World of Sleepers LE,470,58.0
431,/home/dominik/Links/SC2Reps/Ice and Chrome LE (19).SC2Replay,2020-07-08 20:06:03+00:00,True,Protoss,Terran,,,A.I. 1 (Elite),Ice and Chrome LE,639,
432,/home/dominik/Links/SC2Reps/Simulacrum LE (65).SC2Replay,2020-05-01 12:12:21+00:00,False,Protoss,Protoss,3945.0,3905.0,xyzxyzxyz,Simulacrum LE,754,40.0
433,/home/dominik/Links/SC2Reps/Nightshade LE (4).SC2Replay,2019-12-12 18:48:15+00:00,False,Protoss,Zerg,4061.0,4144.0,&lt;Nutri&gt;<sp/>Highscribe,Nightshade LE,733,-83.0
434,/home/dominik/Links/SC2Reps/Eternal Empire LE (24).SC2Replay,2019-12-28 14:07:58+00:00,False,Zerg,Zerg,3118.0,3114.0,Sferum,Eternal Empire LE,222,4.0
435,/home/dominik/Links/SC2Reps/Simulacrum LE (48).SC2Replay,2020-04-15 19:41:39+00:00,False,Protoss,Terran,,,&lt;TGCrew&gt;<sp/>Paloma,Simulacrum LE,619,
436,/home/dominik/Links/SC2Reps/Eternal Empire LE (36).SC2Replay,2020-06-01 11:40:30+00:00,False,Protoss,Zerg,4112.0,4253.0,Minoda,Eternal Empire LE,570,-141.0
437,/home/dominik/Links/SC2Reps/Golden Wall LE (13).SC2Replay,2020-05-03 20:33:12+00:00,True,Protoss,Zerg,3942.0,4039.0,&lt;FSeS&gt;<sp/>Wizzlô,Golden Wall LE,1369,-97.0
438,/home/dominik/Links/SC2Reps/Thunderbird LE.SC2Replay,2019-09-12 10:42:41+00:00,True,Protoss,Terran,-36400.0,2179.0,ujptm,Thunderbird LE,729,-38579.0
439,/home/dominik/Links/SC2Reps/Ever Dream LE (32).SC2Replay,2020-06-29 20:54:18+00:00,False,Protoss,Protoss,4047.0,4037.0,Nerevars,Ever Dream LE,1142,10.0
440,/home/dominik/Links/SC2Reps/Ephemeron LE (2).SC2Replay,2019-10-08 19:33:28+00:00,False,Protoss,Protoss,3893.0,3946.0,Wavelength,Ephemeron LE,254,-53.0
441,/home/dominik/Links/SC2Reps/Purity and Industry LE.SC2Replay,2020-03-14 16:31:42+00:00,False,Protoss,Zerg,4013.0,4093.0,hellyeah,Purity and Industry LE,746,-80.0
442,/home/dominik/Links/SC2Reps/Ever Dream LE (42).SC2Replay,2020-07-28 19:43:47+00:00,True,Protoss,Protoss,4071.0,4373.0,&lt;Heroes&gt;<sp/>Tassad,Ever Dream LE,507,-302.0
443,/home/dominik/Links/SC2Reps/Winter's Gate LE (2) wrong wall.SC2Replay,2019-10-10 07:41:27+00:00,False,Protoss,Zerg,3828.0,3802.0,PereiRa,Winter's Gate LE,45,26.0
444,/home/dominik/Links/SC2Reps/Simulacrum LE (6).SC2Replay,2019-12-12 20:52:10+00:00,True,Protoss,Protoss,3980.0,3965.0,&lt;snajpu&gt;<sp/>Auddi,Simulacrum LE,356,15.0
445,/home/dominik/Links/SC2Reps/World of Sleepers LE (20).SC2Replay,2019-11-12 10:06:52+00:00,True,Protoss,Terran,3890.0,3962.0,Paulie,World of Sleepers LE,1005,-72.0
446,/home/dominik/Links/SC2Reps/Acropolis LE (18).SC2Replay,2019-11-01 13:42:38+00:00,False,Protoss,Protoss,3696.0,3631.0,&lt;PiGPan&gt;<sp/>Garethax,Acropolis LE,198,65.0
447,/home/dominik/Links/SC2Reps/Ephemeron LE (12).SC2Replay,2019-11-05 18:43:20+00:00,False,Protoss,Protoss,3774.0,3827.0,&lt;XsR&gt;<sp/>Ajotaele,Ephemeron LE,426,-53.0
448,/home/dominik/Links/SC2Reps/Deathaura LE (35).SC2Replay,2020-07-29 17:47:24+00:00,False,Protoss,Zerg,4044.0,3990.0,&lt;µ31&gt;<sp/>lyml,Deathaura LE,243,54.0
449,/home/dominik/Links/SC2Reps/Thunderbird LE (3).SC2Replay,2019-09-24 16:26:09+00:00,True,Zerg,Terran,-36400.0,2539.0,Ayals,Thunderbird LE,479,-38939.0
450,/home/dominik/Links/SC2Reps/Golden Wall LE (20).SC2Replay,2020-06-03 17:54:42+00:00,True,Protoss,Terran,4133.0,4160.0,Etharis,Golden Wall LE,3,-27.0
451,/home/dominik/Links/SC2Reps/Nightshade LE (40).SC2Replay,2020-03-14 16:18:04+00:00,False,Protoss,Terran,4033.0,4091.0,&lt;PLA2N&gt;<sp/>ZloyVakarian,Nightshade LE,374,-58.0
452,/home/dominik/Links/SC2Reps/Ever Dream LE (18).SC2Replay,2020-05-02 19:06:35+00:00,False,Protoss,Zerg,3966.0,3959.0,Pokimon,Ever Dream LE,647,7.0
453,/home/dominik/Links/SC2Reps/Simulacrum LE (70).SC2Replay,2020-05-05 17:32:14+00:00,True,Protoss,Zerg,3988.0,3869.0,&lt;VKT&gt;<sp/>Rørtangen,Simulacrum LE,620,119.0
454,/home/dominik/Links/SC2Reps/Purity and Industry LE (10).SC2Replay,2020-04-30 11:20:00+00:00,True,Protoss,Zerg,3937.0,3902.0,&lt;RIIP&gt;<sp/>Airea,Purity and Industry LE,1381,35.0
455,/home/dominik/Links/SC2Reps/Submarine LE (32).SC2Replay,2020-08-03 19:17:22+00:00,False,Protoss,Protoss,,,horsebanger,Submarine LE,661,
456,/home/dominik/Links/SC2Reps/Ever Dream LE (36).SC2Replay,2020-07-15 17:54:49+00:00,False,Protoss,Protoss,4058.0,3952.0,vasea,Ever Dream LE,637,106.0
457,/home/dominik/Links/SC2Reps/Nightshade LE (58).SC2Replay,2020-05-25 11:18:22+00:00,True,Protoss,Zerg,,,TGE,Nightshade LE,813,
458,/home/dominik/Links/SC2Reps/Deathaura LE (37).SC2Replay,2020-07-30 19:17:26+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Deathaura LE,496,
459,/home/dominik/Links/SC2Reps/Simulacrum LE (67).SC2Replay,2020-05-02 19:31:03+00:00,True,Zerg,Zerg,3117.0,3119.0,doomsdayza,Simulacrum LE,568,-2.0
460,/home/dominik/Links/SC2Reps/Submarine LE (19).SC2Replay,2020-07-16 14:38:38+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Submarine LE,260,
461,/home/dominik/Links/SC2Reps/Nightshade LE (37).SC2Replay,2020-03-02 09:52:39+00:00,False,Protoss,Terran,4105.0,4285.0,IIIIIIIIIIII,Nightshade LE,786,-180.0
462,/home/dominik/Links/SC2Reps/Ever Dream LE (29).SC2Replay,2020-06-14 11:55:40+00:00,True,Protoss,Zerg,4080.0,4125.0,&lt;InBri&gt;<sp/>ImbAZerG,Ever Dream LE,812,-45.0
463,/home/dominik/Links/SC2Reps/Simulacrum LE (46).SC2Replay,2020-04-01 06:54:32+00:00,True,Protoss,Zerg,4000.0,4023.0,&lt;TRSO&gt;<sp/>THERIPPER,Simulacrum LE,950,-23.0
464,/home/dominik/Links/SC2Reps/Eternal Empire LE (19).SC2Replay,2019-12-23 16:23:00+00:00,True,Protoss,Zerg,3897.0,3894.0,IntrinsiCat,Eternal Empire LE,870,3.0
465,/home/dominik/Links/SC2Reps/Eternal Empire LE (34).SC2Replay,2020-05-29 17:58:42+00:00,True,Protoss,Zerg,4072.0,4040.0,Sclera,Eternal Empire LE,1724,32.0
466,/home/dominik/Links/SC2Reps/Nightshade LE (11).SC2Replay,2019-12-22 21:11:02+00:00,False,Protoss,Protoss,3897.0,3948.0,DeepMind,Nightshade LE,159,-51.0
467,/home/dominik/Links/SC2Reps/Deathaura LE (30).SC2Replay,2020-07-23 18:49:54+00:00,True,Protoss,Terran,4022.0,3900.0,&lt;ЯD&gt;<sp/>Rinogg,Deathaura LE,606,122.0
468,/home/dominik/Links/SC2Reps/Simulacrum LE (31).SC2Replay,2020-02-17 17:47:46+00:00,False,Protoss,Terran,,,&lt;BnetFR&gt;<sp/>NeWHoriZonS,Simulacrum LE,776,
469,/home/dominik/Links/SC2Reps/Ever Dream LE (40) decent macro pvz.SC2Replay,2020-07-21 19:54:19+00:00,True,Protoss,Zerg,3981.0,2800.0,pdd,Ever Dream LE,1176,1181.0
470,/home/dominik/Links/SC2Reps/Submarine LE (9).SC2Replay,2020-07-04 17:23:16+00:00,True,Terran,Terran,-36400.0,,A.I. 1 (Hard),Submarine LE,610,
471,/home/dominik/Links/SC2Reps/Simulacrum LE (4).SC2Replay,2019-12-09 20:28:00+00:00,False,Protoss,Zerg,4032.0,4161.0,PeterLax,Simulacrum LE,557,-129.0
472,/home/dominik/Links/SC2Reps/Thunderbird LE (6).SC2Replay,2019-10-10 07:55:19+00:00,True,Protoss,Zerg,3760.0,3816.0,&lt;PROOO&gt;<sp/>Jesperpro,Thunderbird LE,801,-56.0
473,/home/dominik/Links/SC2Reps/Nightshade LE (23).SC2Replay,2020-01-15 16:01:40+00:00,False,Protoss,Protoss,3969.0,4037.0,&lt;aW&gt;<sp/>Jeatall,Nightshade LE,204,-68.0
474,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (2).SC2Replay,2019-10-04 11:08:46+00:00,True,Zerg,Protoss,-36400.0,3412.0,NikkooO,Disco Bloodbath LE,577,-39812.0
475,/home/dominik/Links/SC2Reps/Acropolis LE (4).SC2Replay,2019-09-26 17:21:45+00:00,True,Zerg,Terran,-36400.0,3338.0,&lt;oooboy&gt;<sp/>Ojtech,Acropolis LE,945,-39738.0
476,/home/dominik/Links/SC2Reps/Ice and Chrome LE (13).SC2Replay,2020-06-29 08:05:44+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Ice and Chrome LE,516,
477,/home/dominik/Links/SC2Reps/Submarine LE (18).SC2Replay,2020-07-15 18:17:33+00:00,False,Protoss,Terran,4034.0,4483.0,yann,Submarine LE,999,-449.0
478,/home/dominik/Links/SC2Reps/Ice and Chrome LE (16).SC2Replay,2020-07-03 20:34:10+00:00,True,Protoss,Terran,4082.0,4192.0,VouS,Ice and Chrome LE,568,-110.0
479,/home/dominik/Links/SC2Reps/Ephemeron LE (37).SC2Replay,2020-02-10 19:08:40+00:00,True,Protoss,Protoss,3981.0,3879.0,Kachu,Ephemeron LE,305,102.0
480,/home/dominik/Links/SC2Reps/Deathaura LE (36).SC2Replay,2020-07-29 17:57:00+00:00,False,Protoss,Terran,4020.0,4044.0,CleanSweep,Deathaura LE,492,-24.0
481,/home/dominik/Links/SC2Reps/Ever Dream LE (15).SC2Replay,2020-05-01 11:39:32+00:00,False,Protoss,Zerg,3988.0,3952.0,Samaya,Ever Dream LE,307,36.0
482,/home/dominik/Links/SC2Reps/Simulacrum LE (32).SC2Replay,2020-02-18 19:11:38+00:00,True,Protoss,Zerg,4024.0,4071.0,Hello,Simulacrum LE,887,-47.0
483,/home/dominik/Links/SC2Reps/Deathaura LE (15).SC2Replay,2020-07-08 16:44:35+00:00,True,Protoss,Zerg,,,Carrots,Deathaura LE,938,
484,/home/dominik/Links/SC2Reps/Thunderbird LE (8).SC2Replay,2019-10-21 11:46:27+00:00,False,Zerg,Protoss,3185.0,3122.0,AcahCruv,Thunderbird LE,620,63.0
485,/home/dominik/Links/SC2Reps/Ever Dream LE (13).SC2Replay,2020-04-23 16:22:18+00:00,True,Protoss,Zerg,,,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,858,
486,/home/dominik/Links/SC2Reps/Disco Bloodbath LE (8).SC2Replay,2019-11-02 20:06:36+00:00,True,Protoss,Terran,3655.0,3647.0,lllllll,Disco Bloodbath LE,797,8.0
487,/home/dominik/Links/SC2Reps/Purity and Industry LE (2).SC2Replay,2020-03-14 20:23:13+00:00,True,Protoss,Terran,4017.0,4045.0,Ben,Purity and Industry LE,734,-28.0
488,/home/dominik/Links/SC2Reps/Deathaura LE (32).SC2Replay,2020-07-27 11:42:46+00:00,False,Protoss,Terran,,,A.I. 1 (Easy),Deathaura LE,225,
489,/home/dominik/Links/SC2Reps/Simulacrum LE (19).SC2Replay,2019-12-28 14:03:26+00:00,True,Zerg,Terran,3089.0,3038.0,SMCWWMarF,Simulacrum LE,636,51.0
490,/home/dominik/Links/SC2Reps/Ice and Chrome LE (28).SC2Replay,2020-07-18 18:58:45+00:00,True,Protoss,Terran,4016.0,4069.0,ZacheT,Ice and Chrome LE,876,-53.0
491,/home/dominik/Links/SC2Reps/Simulacrum LE (56).SC2Replay,2020-04-19 11:26:52+00:00,True,Protoss,Zerg,,,shadowofmich,Simulacrum LE,658,
492,/home/dominik/Links/SC2Reps/Zen LE (15).SC2Replay,2020-05-15 20:33:15+00:00,True,Protoss,Zerg,,,A.I. 1 (Elite),Zen LE,574,
493,/home/dominik/Links/SC2Reps/Ever Dream LE (11).SC2Replay,2020-04-23 15:56:17+00:00,True,Protoss,Zerg,,,&lt;ROXKIS&gt;<sp/>Shaddar,Ever Dream LE,895,
494,/home/dominik/Links/SC2Reps/Simulacrum LE (15).SC2Replay,2019-12-21 14:10:12+00:00,False,Protoss,Terran,3915.0,4007.0,xYn,Simulacrum LE,492,-92.0
495,/home/dominik/Links/SC2Reps/Acropolis LE (17).SC2Replay,2019-11-01 13:31:50+00:00,False,Zerg,Terran,3145.0,3153.0,qwe,Acropolis LE,727,-8.0
496,/home/dominik/Links/SC2Reps/Ever Dream LE (34).SC2Replay,2020-07-08 15:51:01+00:00,True,Protoss,Zerg,,,Carrots,Ever Dream LE,667,
497,/home/dominik/Links/SC2Reps/World of Sleepers LE (54).SC2Replay,2020-02-26 18:27:28+00:00,True,Protoss,Terran,4114.0,4213.0,&lt;BornG&gt;<sp/>LucidityDark,World of Sleepers LE,770,-99.0
498,/home/dominik/Links/SC2Reps/Nightshade LE (16).SC2Replay,2019-12-28 21:06:48+00:00,True,Protoss,Zerg,3980.0,4240.0,contremaitre,Nightshade LE,478,-260.0
499,/home/dominik/Links/SC2Reps/Ephemeron LE (54).SC2Replay,2020-03-05 21:18:52+00:00,False,Protoss,Protoss,4091.0,4017.0,Cyborg,Ephemeron LE,782,74.0
500,/home/dominik/Links/SC2Reps/Ice and Chrome LE (10).SC2Replay,2020-06-29 07:57:16+00:00,False,Protoss,Zerg,,,A.I. 1 (Elite),Ice and Chrome LE,275,
501,/home/dominik/Links/SC2Reps/World of Sleepers LE (22).SC2Replay,2019-11-18 17:48:00+00:00,True,Protoss,Terran,3889.0,3907.0,&lt;TheDOH&gt;<sp/>secretspace,World of Sleepers LE,879,-18.0
502,/home/dominik/Links/SC2Reps/Nightshade LE (18).SC2Replay,2020-01-05 14:47:32+00:00,True,Protoss,Terran,4019.0,4036.0,Sanedude,Nightshade LE,405,-17.0
503,/home/dominik/Links/SC2Reps/Acropolis LE (21).SC2Replay,2019-11-04 20:40:48+00:00,True,Protoss,Terran,3799.0,3866.0,&lt;FreeHK&gt;<sp/>jellun,Acropolis LE,455,-67.0
504,/home/dominik/Links/SC2Reps/Simulacrum LE (36).SC2Replay,2020-03-02 09:38:32+00:00,True,Protoss,Zerg,4086.0,4004.0,Piliskner,Simulacrum LE,945,82.0
505,/home/dominik/Links/SC2Reps/Golden Wall LE.SC2Replay,2020-03-12 18:55:52+00:00,False,Protoss,Protoss,4030.0,4037.0,ORIGYN,Golden Wall LE,477,-7.0
506,"/home/dominik/Links/SC2Reps/Golden Wall LE (24) gas blocked, mine drop.SC2Replay",2020-07-02 19:24:56+00:00,False,Protoss,Terran,4127.0,4187.0,Pulsar,Golden Wall LE,345,-60.0
507,/home/dominik/Links/SC2Reps/Eternal Empire LE (3).SC2Replay,2019-12-03 18:55:23+00:00,True,Protoss,Terran,4007.0,3925.0,&lt;IBeAŚI&gt;<sp/>Bummsjordy,Eternal Empire LE,328,82.0
508,/home/dominik/Links/SC2Reps/Acropolis LE (2).SC2Replay,2019-09-25 16:49:17+00:00,True,Zerg,Protoss,-36400.0,-36400.0,grishaadf,Acropolis LE,473,0.0
509,/home/dominik/Links/SC2Reps/Golden Wall LE (16).SC2Replay,2020-05-07 10:13:37+00:00,True,Protoss,Terran,4086.0,4072.0,Yeezus,Golden Wall LE,1595,14.0
510,/home/dominik/Links/SC2Reps/Nightshade LE (2).SC2Replay,2019-12-02 20:09:55+00:00,True,Protoss,Terran,4006.0,4016.0,kalarazar,Nightshade LE,1326,-10.0
511,/home/dominik/Links/SC2Reps/World of Sleepers LE (49).SC2Replay,2020-02-09 20:04:14+00:00,False,Protoss,Zerg,4029.0,4054.0,Grandclicker,World of Sleepers LE,564,-25.0
512,/home/dominik/Links/SC2Reps/World of Sleepers LE.SC2Replay,2019-09-12 10:53:37+00:00,True,Protoss,Terran,-36400.0,2535.0,&lt;klko&gt;<sp/>marauder,World of Sleepers LE,522,-38935.0
513,/home/dominik/Links/SC2Reps/Acropolis LE (16).SC2Replay,2019-11-01 11:30:59+00:00,True,Zerg,Terran,3144.0,3128.0,AUzg,Acropolis LE,1076,16.0
514,/home/dominik/Links/SC2Reps/Nightshade LE (8).SC2Replay,2019-12-12 21:16:53+00:00,False,Protoss,Protoss,3978.0,4169.0,Vidra,Nightshade LE,765,-191.0
515,/home/dominik/Links/SC2Reps/Nightshade LE (50).SC2Replay,2020-04-30 11:33:13+00:00,True,Protoss,Zerg,3957.0,4088.0,KillemAll,Nightshade LE,725,-131.0
516,/home/dominik/Links/SC2Reps/Nightshade LE (12).SC2Replay,2019-12-23 16:51:19+00:00,True,Protoss,Terran,3873.0,3786.0,Listig,Nightshade LE,1132,87.0
