,replay_file,win,race,enemy_race,mmr,enemy_mmr,enemy_nickame,map_name,duration,mmr_diff
2020-06-13 18:28:41+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE.SC2Replay,True,Protoss,Terran,4058,4034,Spectre,Pillars of Gold LE,886,24
2020-06-13 18:37:28+00:00,/home/dominik/Links/SC2Reps/Submarine LE (2).SC2Replay,True,Protoss,Terran,4079,4165,&lt;PŖïMĄŁ&gt;<sp/>Calixter,Submarine LE,503,-86
2020-06-13 18:54:06+00:00,/home/dominik/Links/SC2Reps/Submarine LE (3).SC2Replay,True,Protoss,Terran,4103,4038,zodiaK,Submarine LE,972,65
2020-06-14 11:25:10+00:00,/home/dominik/Links/SC2Reps/Deathaura LE (3).SC2Replay,False,Protoss,Zerg,4123,4203,IIIIIIIIIIII,Deathaura LE,353,-80
2020-06-14 11:41:32+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (22).SC2Replay,False,Protoss,Zerg,4104,4033,&lt;PLA2N&gt;<sp/>saccharose,Golden Wall LE,958,71
2020-06-14 11:55:40+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (29).SC2Replay,True,Protoss,Zerg,4080,4125,&lt;InBri&gt;<sp/>ImbAZerG,Ever Dream LE,812,-45
2020-06-14 11:55:40+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (29)_test.SC2Replay,True,Protoss,Zerg,4080,4125,&lt;InBri&gt;<sp/>ImbAZerG,Ever Dream LE,812,-45
2020-06-15 20:25:19+00:00,/home/dominik/Links/SC2Reps/Deathaura LE (4).SC2Replay,True,Protoss,Protoss,4103,4026,&lt;RIPIP&gt;<sp/>Crumbelade,Deathaura LE,864,77
2020-06-15 20:39:42+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE (2).SC2Replay,False,Protoss,Terran,4122,4021,FroZeN,Pillars of Gold LE,751,101
2020-06-15 20:48:52+00:00,/home/dominik/Links/SC2Reps/Submarine LE (4).SC2Replay,False,Protoss,Terran,4098,4178,&lt;NVY&gt;<sp/>DeathMarine,Submarine LE,503,-80
2020-06-15 20:56:09+00:00,/home/dominik/Links/SC2Reps/Deathaura LE (5).SC2Replay,True,Protoss,Terran,4078,4494,&lt;PŖïMĄŁ&gt;<sp/>LeüHaN,Deathaura LE,211,-416
2020-06-15 21:10:48+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE (3).SC2Replay,True,Protoss,Terran,4098,4089,MathewGg,Pillars of Gold LE,831,9
2020-06-19 10:59:39+00:00,/home/dominik/Links/SC2Reps/Deathaura LE (6).SC2Replay,False,Protoss,Terran,4119,4033,davinchi,Deathaura LE,559,86
2020-06-19 11:20:25+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (2).SC2Replay,True,Protoss,Zerg,4095,4120,&lt;SEWP&gt;<sp/>ЛЕВ,Ice and Chrome LE,1186,-25
2020-06-19 11:33:03+00:00,/home/dominik/Links/SC2Reps/Submarine LE (5).SC2Replay,False,Protoss,Terran,4117,4601,&lt;ICGl&gt;<sp/>PrimeMarine,Submarine LE,703,-484
2020-06-19 11:35:34+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (3).SC2Replay,False,Protoss,Protoss,4094,3987,MrElusive,Ice and Chrome LE,63,107
2020-06-23 11:48:24+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE (4).SC2Replay,True,Protoss,Zerg,0,0,shadowofmich,Pillars of Gold LE,595,0
2020-06-23 11:59:40+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE (5).SC2Replay,False,Protoss,Zerg,0,0,shadowofmich,Pillars of Gold LE,568,0
2020-06-23 12:13:01+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE (6).SC2Replay,False,Protoss,Zerg,0,0,shadowofmich,Pillars of Gold LE,736,0
2020-06-23 12:24:29+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE (7).SC2Replay,False,Protoss,Zerg,0,0,shadowofmich,Pillars of Gold LE,663,0
2020-06-23 12:36:39+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE (8).SC2Replay,False,Protoss,Zerg,0,0,shadowofmich,Pillars of Gold LE,671,0
2020-06-25 19:29:03+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (4).SC2Replay,False,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,651,0
2020-06-25 19:30:43+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (5).SC2Replay,False,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,290,0
2020-06-25 19:35:32+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (6).SC2Replay,False,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,503,0
2020-06-25 19:40:34+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (7).SC2Replay,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,495,0
2020-06-25 19:44:49+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (30).SC2Replay,False,Protoss,Zerg,4070,4107,March,Ever Dream LE,157,-37
2020-06-25 19:58:36+00:00,/home/dominik/Links/SC2Reps/Submarine LE (6).SC2Replay,True,Protoss,Zerg,4049,4063,&lt;1POL&gt;<sp/>BaKsORO,Submarine LE,785,-14
2020-06-25 20:03:42+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (8).SC2Replay,False,Protoss,Zerg,4071,4632,&lt;nDiie&gt;<sp/>Saske,Ice and Chrome LE,242,-561
2020-06-25 20:10:00+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (23).SC2Replay,False,Protoss,Zerg,4048,4047,Tiger,Golden Wall LE,137,1
2020-06-25 20:29:53+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (31).SC2Replay,True,Protoss,Terran,4026,4011,illu,Ever Dream LE,1139,15
2020-06-29 07:54:13+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (9).SC2Replay,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,506,0
2020-06-29 07:57:16+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (10).SC2Replay,False,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,275,0
2020-06-29 07:58:32+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (11).SC2Replay,False,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,304,0
2020-06-29 07:59:35+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (12).SC2Replay,False,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,258,0
2020-06-29 08:05:44+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (13).SC2Replay,True,Protoss,Zerg,0,0,A.I. 1 (Elite),Ice and Chrome LE,516,0
2020-06-29 20:54:18+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (32).SC2Replay,False,Protoss,Protoss,4047,4037,Nerevars,Ever Dream LE,1142,10
2020-06-30 08:17:25+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (14).SC2Replay,True,Protoss,Protoss,4025,3994,LaCruz,Ice and Chrome LE,806,31
2020-07-01 08:34:14+00:00,/home/dominik/Links/SC2Reps/Deathaura LE (7).SC2Replay,True,Protoss,Terran,4046,3850,etwasAnderes,Deathaura LE,649,196
2020-07-01 08:45:58+00:00,/home/dominik/Links/SC2Reps/Submarine LE (7).SC2Replay,True,Protoss,Terran,4062,4064,wickedsick,Submarine LE,673,-2
2020-07-02 19:08:54+00:00,/home/dominik/Links/SC2Reps/Ever Dream LE (33).SC2Replay,True,Protoss,Zerg,4084,4114,XenoSlimE,Ever Dream LE,828,-30
2020-07-02 19:17:59+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (15).SC2Replay,True,Protoss,Protoss,4106,4090,iloveyou,Ice and Chrome LE,440,16
2020-07-02 19:24:56+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (24).SC2Replay,False,Protoss,Terran,4127,4187,Pulsar,Golden Wall LE,345,-60
2020-07-04 16:35:39+00:00,/home/dominik/Links/SC2Reps/Golden Wall LE (24).SC2Replay,False,Protoss,Protoss,4086,4096,Omulus,Golden Wall LE,229,-10
2020-07-05 10:44:07+00:00,/home/dominik/Links/SC2Reps/Deathaura LE (9).SC2Replay,True,Protoss,Zerg,4065,3953,Karasuman,Deathaura LE,452,112
2020-07-05 10:50:17+00:00,/home/dominik/Links/SC2Reps/Submarine LE (10).SC2Replay,False,Protoss,Zerg,4083,4153,VirusRC,Submarine LE,286,-70
2020-07-05 10:59:41+00:00,/home/dominik/Links/SC2Reps/Submarine LE (11).SC2Replay,True,Protoss,Zerg,4064,4173,VirusRC,Submarine LE,524,-109
2020-07-05 11:18:47+00:00,/home/dominik/Links/SC2Reps/Ice and Chrome LE (18).SC2Replay,True,Protoss,Terran,4089,4105,LilaC,Ice and Chrome LE,1065,-16
2020-07-06 11:36:49+00:00,/home/dominik/Links/SC2Reps/Pillars of Gold LE (10).SC2Replay,False,Protoss,Terran,4111,4357,JCIPOWER,Pillars of Gold LE,925,-246
2020-07-06 11:46:51+00:00,/home/dominik/Links/SC2Reps/Submarine LE (12).SC2Replay,True,Protoss,Protoss,4096,3884,Satori,Submarine LE,411,212
